Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,Unnamed: 10,abstract
25287281,No," Georgios Kararigas Affiliation=Institute of Gender in Medicine and Center for Cardiovascular Research, Charite University Hospital, Berlin, Germany,",Sex-dependent regulation of fibrosis and inflammation in human left ventricular remodelling under pressure overload.,European journal of heart failure,2014 Nov,PP,Human,122,,"Women with aortic stenosis develop a more concentric form of LV hypertrophy than men. However, the molecular factors underlying sex differences in LV remodelling are incompletely understood. We took an unbiased approach to identify sex-specific patterns in gene expression and pathway regulation, and confirmed the most prominent findings in human hearts.Echocardiography was performed in 104 patients (53.8% women) with aortic stenosis before aortic valve replacement. LV mass, LV end-diastolic diameter, and relative wall thickness were included in a factor analysis to generate an index classifying LV remodelling as adaptive or maladaptive. Maladaptive remodelling was present in 64.6% of male and in 32.7% of female patients (P < 0.01). Genome-wide expression profiling of LV samples was performed in a representative subgroup of 19 patients (52.6% women) compared with samples from healthy controls (n = 18). Transcriptome characterization revealed that fibrosis-related genes/pathways were induced in male overloaded ventricles, while extracellular matrix-related and inflammatory genes/pathways were repressed in female overloaded ventricles (adjusted P < 0.05). We confirmed gene regulation by quantitative real-time reverse transcription-polymerase chain reaction and immunoblotting analysis, and we further demonstrate the relevance of our findings by histological documentation of higher fibrosis in men than in women.We conclude that in pressure overload distinct molecular processes are regulated between men and women. Maladaptive LV remodelling occurs more frequently in men and is associated with greater activation of profibrotic and inflammatory markers. Collectively, sex-specific regulation of these processes may contribute to sex differences in the progression to heart failure."
25101484,No," Kristin J Lyons Affiliation=Division of Cardiology, Department of Medicine,",Rates and reasons for device-based guideline eligibility in patients with heart failure.,Heart rhythm : the official journal of the Heart Rhythm Society,2014 Nov,MANAG,Human,762,,"Implantable cardioverter-defibrillators (ICDs) and cardiac resynchronization therapy (CRT) are recommended by guidelines for patients with heart failure (HF) meeting specific criteria. Uncertainty exists regarding estimates of device eligibility, related in part to the method of assessing for guideline nonadherence.The aim of this study was to identify the rates of guideline eligibility and device utilization after accounting for reasons for not receiving an ICD or CRT.Patients were identified from 2006 to 2011 in a tertiary Heart Function Clinic in Canada. The chart-level data were collected that would indicate guideline eligibility and nonadherence.A total of 762 patients with HF were included (mean age 66 years; 527 (69%) were males; median left ventricular ejection fraction 33%). Over follow-up, 331 patients (43%) were never guideline eligible whereas 431 (57%) were guideline eligible for a device. Yearly rates for ICD and CRT adherence in ""guideline-eligible"" patients ranged from 59% to 68% and from 66% to 81%, respectively. ""Patient preference"" was the most commonly documented reason for guideline nonadherence in eligible patients. After removal of patients with reasons for nonadherence, rates of ICD and CRT adherence in the ""truly eligible"" patients were found to be higher (70%-81% and 71%-88%, respectively) than those in guideline-eligible patients. Independent predictors of device nonadherence in truly eligible patients were age >75 years, QRS duration <120 ms, left ventricular ejection fraction <30%, and female sex.Based on chart-level data, utilization rates of device-based therapies in patients with HF appear much higher than those of prior registry-based estimates. Given the importance of patient preferences for lack of device use, future quality-of-care metrics based on guideline adherence should capture detailed chart-level data and patient preferences."
24461547,No," Varsha G Vimalananda Affiliation=Section of Endocrinology, Diabetes and Nutrition, Department of Medicine, Boston University School of Medicine, Boston, MA, USA. Electronic address: varshav@bu.edu.,",The influence of sex on cardiovascular outcomes associated with diabetes among older black and white adults.,Journal of diabetes and its complications,2014 May-Jun,EPI,Human,4817,,"It is unknown whether sex differences in the association of diabetes with cardiovascular outcomes vary by race. We examined sex differences in the associations of diabetes with incident congestive heart failure (CHF) and coronary heart disease (CHD) between older black and white adults.We analyzed data from the Cardiovascular Health Study (CHS), a prospective cohort study of community-dwelling individuals aged ≥65 from four US counties. We included 4817 participants (476 black women, 279 black men, 2447 white women and 1625 white men). We estimated event rates and multivariate-adjusted hazard ratios for incident CHF, CHD, and all-cause mortality by Cox regression and competing risk analyses.Over a median follow-up of 12.5years, diabetes was more strongly associated with CHF among black women (HR, 2.42 [95% CI, 1.70-3.40]) than black men (1.39 [0.83-2.34]); this finding did not reach statistical significance (P for interaction=0.08). Female sex conferred a higher risk for a composite outcome of CHF and CHD among black participants (2.44 [1.82-3.26]) vs. (1.44 [0.97-2.12]), P for interaction=0.03). There were no significant sex differences in the HRs associated with diabetes for CHF among whites, or for CHD or all-cause mortality among blacks or whites. The three-way interaction between sex, race, and diabetes on risk of cardiovascular outcomes was not significant (P=0.07).Overall, sex did not modify the cardiovascular risk associated with diabetes among older black or white adults. However, our results suggest that a possible sex interaction among older blacks merits further study."
24574260,No," Mauro Gori Affiliation=Brigham and Women's Hospital, Boston, MA, USA.,",Sex-specific cardiovascular structure and function in heart failure with preserved ejection fraction.,European journal of heart failure,2014 May,CLIN,Human,279,,"Women are more likely to develop heart failure with preserved ejection fraction (HFpEF) than men. We studied the relationship between sex and cardiovascular structure and function in patients with HFpEF.The study included 279 participants from the PARAMOUNT study (57% women) with analysable baseline echocardiograms (mean age 71 years, 94% hypertensive, 38% diabetic). We assessed sex-based differences in baseline clinical characteristics and measures of cardiovascular structure/function. Coronary artery disease was less common in women than in men. Women were more obese and symptomatic, and less likely to have albuminuria. Women had higher indexed left ventricular (LV) wall thicknesses, worse diastolic function (lower E', P = 0.002; higher E/E', P < 0.001), while LV mass and LV volumes indexed for height(2.7) were similar. Nonetheless, female sex was associated with a trend towards higher prevalence of abnormal LV geometry (defined as concentric hypertrophy, or eccentric hypertrophy, or concentric remodelling) at baseline (unadjusted P = 0.028, adjusted P = 0.056) and 12 weeks' follow up (unadjusted P = 0.001, adjusted P = 0.006), but not at 36 weeks' follow up (unadjusted P = 0.81, adjusted P = 0.99). Despite higher LV ejection fraction in women, global LV strain was similar between the sexes, while Tissue Doppler Imaging S' mitral velocity was lower in women. Both LV diastolic and systolic stiffness were higher in women than men (P < 0.001), even adjusting for LV concentricity and clinical covariates. We observed no sex differences in systolic arterial-LV coupling, as women also had higher absolute arterial elastance compared with men, although this difference was not significant after adjusting for height(2.7) .More pronounced diastolic dysfunction may contribute to the greater predisposition for HFpEF in women compared with men."
24214112,Yes," Lawrence E Greiten Affiliation=Department of Surgery, Mayo Clinic, Med Sci 4-62, 200 First St SW, Rochester, MN, 55905, USA.,",Should there be sex-specific criteria for the diagnosis and treatment of heart failure?,Journal of cardiovascular translational research,2014 Mar,REVIEW,Human,na,,"All-cause mortality from cardiovascular disease is declining in the USA. However, there remains a significant difference in risk factors for disease and in mortality between men and women. For example, prevalence and outcomes for heart failure with preserved ejection fraction differ between men and women. The reasons for these differences are multifactorial, but reflect, in part, an incomplete understanding of sex differences in the etiology of cardiovascular diseases and a failure to account for sex differences in pre-clinical studies including those designed to develop new diagnostic and treatment modalities. This review focuses on the underlying physiology of these sex differences and provides evidence that inclusion of female animals in pre-clinical studies of heart failure and in development of imaging modalities to assess cardiac function might provide new information from which one could develop sex-specific diagnostic criteria and approaches to treatment. "
24374113,No," Robert Klempfner Affiliation=Neufeld Cardiac Research Institute, Heart Institute, Tel Hashomer, Ramat Gan, Israel,",The Israel Nationwide Heart Failure Survey: Sex differences in early and late mortality for hospitalized heart failure patients.,Journal of cardiac failure,2014 Mar,OUTC,Human,2212,,"Current data on the influence of sex on the prognosis of heart failure (HF) are conflicting, possibly owing to the use of different end points and a heterogeneous heart failure population in earlier studies. We sought to evaluate the effect of sex on the risk of early and late mortality outcomes after hospitalization for acute heart failure.The prospective cohort study population comprised 2,212 hospitalized patients with acute HF enrolled in a multicenter national survey in Israel. Cox proportional-hazards regression modeling was used to evaluate the effect of sex on the risk of early (≤6 months) and late (>6 months to 4 years) mortality after the index hospitalization. Among the study patients, 998 (45%) were women. Women with HF displayed significantly different clinical characteristics compared with men, including older age, higher frequency of HF with preserved ejection fraction and hypertensive heart disease, and lower percentage of coronary artery disease (all P < .001). The fully adjusted multivariable analyses for mortality outcomes showed that women tended toward an increased risk for early (≤6 months) mortality (hazard ratio [HR] 1.16, 95% confidence interval [CI] 0.96-1.41; P = .13), whereas men had significantly increased risk for late (>6 months) mortality (HR 1.25, 95% CI 1.09-1.43; P = .001).There are important differences in the clinical characteristics and the short- and long-term outcomes between men and women hospitalized with acute HF after adjusting for multiple confounding variables."
24361776,No," Misty A W Hawkins Affiliation=Department of Psychology, Kent State University, Kent, Ohio. Electronic address: mhawki15@kent.edu.,",Greater body mass index is associated with poorer cognitive functioning in male heart failure patients.,Journal of cardiac failure,2014 Mar,EPI,Human,231,,"Heart failure (HF) and obesity are associated with cognitive impairment. However, few studies have investigated the relationship between adiposity and cognitive functioning in HF for each sex, despite observed sex differences in HF prognosis. We tested the hypothesis that greater body mass index (BMI) would be associated with poorer cognitive functioning, especially in men, in sex-stratified analyses.Participants were 231 HF patients (34% female, 24% nonwhite, average age 68.7 ± 7.3 years). Height and weight were used to compute BMI. A neuropsychology battery tested global cognitive function, memory, attention, and executive function. Composites were created using averages of age-adjusted scaled scores. Regressions adjusting for demographic and medical factors were conducted. The sample was predominantly overweight/obese (76.2%). For men, greater BMI predicted poorer attention (ΔR(2) = 0.03; β = -0.18; P = .01) and executive function (ΔR(2) = 0.02; β = -0.13; P = .04); these effects were largely driven by men with severe obesity (BMI ≥40 kg/m(2)). BMI did not predict memory (P = .69) or global cognitive functioning (P = .08). In women, greater BMI was not associated with any cognitive variable (all P ≥ .09).Higher BMI was associated with poorer attention and executive function in male HF patients, especially those with severe obesity. These patients may therefore have more difficulties with the HF treatment regimen and may have poorer outcomes."
24837433,No," Hideyuki Sasaki,",PDE5 inhibitor efficacy is estrogen dependent in female heart disease.,The Journal of clinical investigation,2014 Jun 2,PP,Mouse,na,,"Inhibition of cGMP-specific phosphodiesterase 5 (PDE5) ameliorates pathological cardiac remodeling and has been gaining attention as a potential therapy for heart failure. Despite promising results in males, the efficacy of the PDE5 inhibitor sildenafil in female cardiac pathologies has not been determined and might be affected by estrogen levels, given the hormone's involvement in cGMP synthesis. Here, we determined that the heart-protective effect of sildenafil in female mice depends on the presence of estrogen via a mechanism that involves myocyte eNOS-dependent cGMP synthesis and the cGMP-dependent protein kinase Iα (PKGIα). Sildenafil treatment failed to exert antiremodeling properties in female pathological hearts from Gαq-overexpressing or pressure-overloaded mice after ovary removal; however, estrogen replacement restored the effectiveness of sildenafil in these animals. In females, sildenafil-elicited myocardial PKG activity required estrogen, which stimulated tonic cardiomyocyte cGMP synthesis via an eNOS/soluble guanylate cyclase pathway. In contrast, eNOS activation, cGMP synthesis, and sildenafil efficacy were not estrogen dependent in male hearts. Estrogen and sildenafil had no impact on pressure-overloaded hearts from animals expressing dysfunctional PKGIα, indicating that PKGIα mediates antiremodeling effects. These results support the importance of sex differences in the use of PDE5 inhibitors for treating heart disease and the critical role of estrogen status when these agents are used in females. "
24650634,No," Sofie A Gevaert Affiliation=Department of Cardiology, Ghent University Hospital, Ghent, Belgium. Electronic address: sofie.gevaert@ugent.be.,",Gender differences in the management and outcome of atrial fibrillation complicating acute heart failure.,Journal of cardiac failure,2014 Jun,OUTC,Human,957,,"Little is known about sex differences in the prevalence, treatment, and outcome of atrial fibrillation complicating acute heart failure.Among 957 patients (429 women, 528 men), included in the BIO-HF registry, 45.2% (n = 194) of the women and 45.1% (n = 238) of the men were admitted with atrial fibrillation. The primary end point was a composite of 1-year all-cause mortality and hospitalization for heart failure. Adjusted 1-year mortality and hospitalization rates were similar between sexes (women 38.5%, men 36.0%; OR for female gender: 1.1, 95% CI 0.65-1.86; P = .71. A significant interaction between female sex and age (P = .002) was observed; with worse prognosis for women <75 years (OR 7.17, 95% CI 1.79-28.66; P = .005) compared with men <75 years. No sex differences in in-hospital treatment, restoration of sinus rhythm (16.5% in women vs 14.2% in men; P = .58), or in-hospital mortality (5.7% in women vs 6.7% in men; P = .69) were observed.Among patients hospitalized with acute heart failure, no sex differences in the prevalence and management of atrial fibrillation were observed. In-hospital mortality and the composite of 1-year mortality and rehospitalization were not different between sexes, but a significant sex-age interaction was observed, with worse outcome in women <75 years versus men <75 years of age."
24566994,No," Kimberley M Mellor Affiliation=Department of Physiology, University of Melbourne, Melbourne, VIC, Australia, k.mellor@auckland.ac.nz.,",Ageing-related cardiomyocyte functional decline is sex and angiotensin II dependent.,"Age (Dordrecht, Netherlands)",2014 Jun,PP,Mouse,na,,"Clinically, heart failure is an age-dependent pathological phenomenon and displays sex-specific characteristics. The renin-angiotensin system mediates cardiac pathology in heart failure. This study investigated the sexually dimorphic functional effects of ageing combined with angiotensin II (AngII) on cardiac muscle cell function, twitch and Ca(2+)-handling characteristics of isolated cardiomyocytes from young (~13 weeks) and aged (~87 weeks) adult wild type (WT) and AngII-transgenic (TG) mice. We hypothesised that AngII-induced contractile impairment would be exacerbated in aged female cardiomyocytes and linked to Ca(2+)-handling disturbances. AngII-induced cardiomyocyte hypertrophy was evident in young adult mice of both sexes and accentuated by age (aged adult ~21-23 % increases in cell length relative to WT). In female AngII-TG mice, ageing was associated with suppressed cardiomyocyte contractility (% shortening, maximum rate of shortening, maximum rate of relaxation). This was associated with delayed cytosolic Ca(2+) removal during twitch relaxation (Tau ~20 % increase relative to young adult female WT), and myofilament responsiveness to Ca(2+) was maintained. In contrast, aged AngII-TG male cardiomyocytes exhibited peak shortening equivalent to young TG; yet, myofilament Ca(2+) responsiveness was profoundly reduced with ageing. Increased pro-arrhythmogenic spontaneous activity was evident with age and cardiac AngII overexpression in male mice (42-55 % of myocytes) but relatively suppressed in female aged transgenic mice. Female myocytes with elevated AngII appear more susceptible to an age-related contractile deficit, whereas male AngII-TG myocytes preserve contractile function with age but exhibit desensitisation of myofilaments to Ca(2+) and a heightened vulnerability to arrhythmic activity. These findings support the contention that sex-specific therapies are required for the treatment of age-progressive heart failure."
24975903,Yes," √É¬Årp√É¬°d Kov√É¬°cs Affiliation=Division of Clinical Physiology, Faculty of Medicine, Institute of Cardiology, University of Debrecen, M√É¬≥ricz Zs. krt. 22, Debrecen 4032, Hungary.,",Causes and pathophysiology of heart failure with preserved ejection fraction.,Heart failure clinics,2014 Jul,REVIEW,Human,na,,Heart failure with preserved ejection fraction (HFPEF) is frequently associated with multiple disorders complicating both the clinical management and the understanding of the underlying mechanisms. This review focuses on the causes and pathophysiology of HFPEF and overviews how cellular and molecular changes related to various comorbidities may influence the age-dependent and gender-dependent hemodynamic alterations of diastolic ventricular function. 
