Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,abstract
24323033,No," Lara Traeger Affiliation=Lara Traeger, William F. Pirl, and Elyse R. Park, Massachusetts General Hospital,",Race by sex differences in depression symptoms and psychosocial service use among non-Hispanic black and white patients with lung cancer.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2014 Jan 10,MANAG,Human,1043,"This study examined race by sex differences in depression symptoms and psychosocial service use (pastors, social workers, mental health workers, support groups) among patients with lung cancer.The multiregional Cancer Care Outcomes Research and Surveillance study surveyed black and white adults with stages I to III lung cancer (n = 1,043) about depression symptoms, interest in help for mood, and psychosocial service use. Multivariable logistic regression was used to evaluate race/sex differences in depression symptoms (modified Center for Epidemiologic Studies Depression Scale ≥ 6) and psychosocial service use, independent of demographic, clinical, psychosocial, and behavioral covariates.A total of 18.2% screened positive for depression symptoms. This proportion was highest among black men (24.7%), followed by white women (20.6%), black women (15.8%), and white men (15.0%). In adjusted analyses, white women showed greater risk for depression symptoms relative to black women (P = .01) and white men (P = .002), with no other differences among groups. Black patients were less likely than white patients to receive desired help for mood from their doctors (P = .02), regardless of sex. Among all patients, black women were most likely to have contact with pastoral care and social work.Race and sex interacted to predict risk of depression symptoms. Covariates accounted for elevated risk among black men. White women showed greater risk than black women and white men, independent of covariates. Black patients may experience greater barriers to receiving help for mood from their doctors. Race by sex differences in contact with psychosocial services highlight potential differences in the extent to which services are available, acceptable, and/or sought by patients."
25589958,No," Jose Luis L√É¬≥pez-Campos Affiliation=1 Unidad M√É¬©dico-Quir√É¬∫rgica de Enfermedades Respiratorias. Instituto de Biomedicina de Sevilla (IBiS), Hospital Universitario Virgen del Rocio/Universidad de Sevilla, Spain ,",The lung cancer epidemic in Spanish women: an analysis of mortality rates over a 37-year period.,Journal of thoracic disease,2014 Dec,OUTC,Human,na,"Lung cancer continues to be the leading cause of cancer-related mortality in the European Union (EU) and deaths from lung cancer have been projected to escalate to epidemic proportions amongst females over the next years. We examined lung cancer mortality rates in men and women from Andalusia (Spain) over a 37-year period [1975-2012].Longitudinal epidemiological study analyzing lung cancer mortality trends in males and females. Data on lung cancer mortality in Andalusia for the period 1975-2012 were obtained from the official cause-of-death publications of the Institute of Statistics of Andalusia. For each sex, age-standardized (European standard population) mortality rates (ASR) from lung cancer were calculated for all ages and truncated at 30-64, 65-74, and >75 years using the direct method. Standardized rate trends by age and sex were estimated by joinpoint regression analysis.In men, the ASR steadily increased through the period 1993-1995, reaching a peak of 145.72 deaths/100,000 people. Subsequently, lung cancer deaths decreased to a rate of 125.47 in the 2011-2012 period. A moderate increase was seen in women until the late 1990s and early 2000s. Thereafter, a very notable rise was observed in females for all age groups, the only exception being older subjects. The sex differences decreased from 8.6:1 in the 1975-1977 period to 6.8:1 in the 2011-2012 period.Lung cancer mortality rates decreased significantly in Andalusian men from 1975 to 2012. More importantly, we demonstrate for the first time the beginning of the lung cancer epidemics in Andalusian women as previously predicted for this area."
24560333,No," Wei-Yen Lim Affiliation=Saw Swee Hock School of Public Health, National University of Singapore and National University Health System, Singapore. Electronic address: wei-yen_lim@nuhs.edu.sg.,",Lung cancer incidence in Singapore: Ethnic and gender differences.,"Lung cancer (Amsterdam, Netherlands)",2014 Apr,EPI,Human,na,"Lung cancer is the leading cause of cancer death in Singapore. We examine trends of lung cancer from 1968 to 2007, explore ethnic and gender-specific incidence rates, and examine period and cohort effects in Chinese and Malays using Age-Period-Cohort (APC) analysis.Aggregated data for cancer incidences and estimated person-years for the period 1968-2007 were obtained from the Singapore Cancer Registry. An APC analysis was performed using a Poisson regression model.Lung cancer incidence rates were more than two times higher in males compared to females, and also higher in Chinese compared to Malays and Indians. While rates in Chinese men, and, to a lesser extent, Chinese women, had been declining since the early 1980s, rates in Malay men continued to increase. The full APC model described the cancer trend in Chinese males, Chinese females and Malay males, while an age-drift model described the cancer trend in Malay females. Among Chinese males, Chinese females and Malay males, there was no clear pattern to the period curvature effects, although similar cohort curvatures were seen, with positive curvature effects in older cohorts that declined towards zero and negative effects in younger cohorts.There are strong gender and ethnic differences in lung cancer incidence in Singapore. Differences in smoking rates and differential ethnic effects of smoking may explain some but not all of these differences. The similar cohort curvatures suggest that environmental factors in Singapore occurring in the past but no longer present at similar intensity or frequency may explain the positive deviation from a linear trend. Apart from smoking, other environmental factors such as changes in diet, improved sanitation and ventilation, and declines in infectious diseases like tuberculosis may play a role."
24732639,No," Chunguo Pan Affiliation=Radiotherapy Department of Jiangxi Cancer Hospital, Jiangxi University of Traditional Chinese Medicine, Nanchang City, Jiangxi Province, China.,",Glutathione s-transferase t1 and m1 polymorphisms are associated with lung cancer risk in a gender-specific manner.,Oncology research and treatment,2014,PP,Human,na,"Glutathione S-transferase (GST) T1 and M1 are detoxification enzymes which neutralize various carcinogenic compounds. Polymorphisms of the GSTT1 and GSTM1 genes which encode the enzymes could be associated with cancer risk.We investigated the association of GSTT1 and GSTM1 null polymorphisms with lung cancer risk in a tightly matched, considerably large sample in China. Genotyping was performed utilizing polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) analysis and DNA sequencing, and associations were measured by using logistic regression analysis.We found that the null genotypes of both polymorphisms resulted in an increased lung cancer risk, with an odds ratio (OR) of 1.57 (95% confidence interval (CI) 1.23-2.00) for GSTT1 and OR 1.87 (95% CI 1.46-2.39) for GSTM1 (p < 0.01). Significant associations remained after stratification by histopathology (p < 0.01) and smoking status (p < 0.05). When gender-stratified association was performed, we found that the GSTT1 null genotype resulted in an increased risk among males (adjusted OR 2.95, 95% CI 2.07-4.20; p < 0.01) but not females (p > 0.05), while the GSTM1 null genotype resulted in an increased risk among females (adjusted OR 2.18, 95% CI 1.54-3.10; p < 0.01) but not males (p < 0.05).Polymorphisms in GSTT1 and GSTM1 are associated with the risk of lung cancer in a gender-specific manner."
25014510,No," Yingying Wang Affiliation=MRC|CSO Social & Public Health Science Unit, University of Glasgow, Glasgow, United Kingdom.,",Gender differences in survival and the use of primary care prior to diagnosis of three cancers: an analysis of routinely collected UK general practice data.,PloS one,2014,OUTC,Human,27622,"To explore whether there are gender differences in the number of GP recorded cases, the probability of survival and consulting pattern prior to diagnosis amongst patients with three non-sex-specific cancers.Cross sectional study.UK primary care.12,189 patients aged 16 years or over diagnosed with colorectal cancer (CRC), 11,081 patients with lung cancer and 4,352 patients with malignant melanoma, with first record of cancer diagnosis during 1997-2006.Cancer cases recorded in primary care; probability of survival following diagnosis; and number of GP contacts within the 24 months preceding diagnosis.From 1997-2006, overall rates of GP recorded CRC and lung cancer cases recorded were higher in men than in women, but rates of malignant melanoma were higher in women than in men. Gender differences in survival were small; 49% of men and 53% of women survived at least 5 years following CRC diagnosis; 9% of men and 12% of women with lung cancer, and 77% of men and 86% of women with malignant melanoma. The adjusted male to female relative hazard ratio of death in all patients was 1.20 (95%CI 1.13-1.30), 1.24 (95%CI 1.16-1.33) and 1.73 (95%CI 1.51-2.00) for CRC, lung cancer and malignant melanoma respectively. However, gender differences in the relative risk were much smaller amongst those who died during follow-up. For each cancer, there was little evidence of gender difference in the percentage who consulted and the number of GP contacts made within 24 months prior to diagnosis.This study found that patterns of consulting prior to cancer diagnosis differed little between two genders, providing no support for the hypothesis that gender differences in survival are explained by gender differences in consultation for more serious illness, and suggests the need for a more critical view of gender and consultation."
25326209,No," Ingeborg Lund Affiliation=Norwegian Institute for Alcohol and Drug Research (SIRUS), Oslo, Norway.,",Lifetime smoking habits among Norwegian men and women born between 1890 and 1994: a cohort analysis using cross-sectional data.,BMJ open,2014,EPI,Human,na,"Providing lifetime smoking prevalence data and gender-specific cigarette consumption data for use in epidemiological studies of tobacco-induced cancer in Norway. Characterising smoking patterns in birth cohorts is essential for evaluating the impact of tobacco control interventions and predicting smoking-related mortality.Norway.Previously analysed annual surveys of smoking habits from 1954 to 1992, and individual lifetime smoking histories collected in 1965 from a sample of people born in 1893-1927, were supplemented with new annual surveys of smoking habits from 1993 to 2013. Age range 15-74 years.Current smoking proportions in 5-year gender-and-birth cohorts of people born between 1890 and 1994.The proportion of smokers increased in male cohorts until the 1950s, when the highest proportion of male smokers (76-78%) was observed among those born in 1915-1934. Among women, the peak (52%) occurred 20 years later, in women born in 1940-1949. After 1970 smoking has declined in all cohorts of men and women. In the 1890-1894 cohorts, male smoking prevalence was several times higher than female, but the gap declined until no gender difference was present among those born after 1950. Gender-specific per capita consumption was even more skewed, and men have consumed over 70% of all cigarettes since 1930. The incidence of lung cancer for men peaked at around 2000, with the highest incidence rate estimated at ca. 38%. The incidence of lung cancer for women is still increasing, and estimated incidence rate for 2011 was 25.2%.In an epidemiological perspective, men have had a longer and more intense exposure to cigarettes than women. The gender-specific incidence of lung cancer reflects the gender difference in consumption over time."
23673479,No," L Letkova Affiliation=Department of Medical Biochemistry, Jessenius Faculty of Medicine in Martin, Comenius University in Bratislava, Mala Hora 4, 036 01, Martin, Slovak Republic. letkova@jfmed.uniba.sk,",DNA repair genes polymorphism and lung cancer risk with the emphasis to sex differences.,Molecular biology reports,2013 Sep,EPI,Human,761,"Polymorphisms in nucleotide and base excision repair genes are associated with the variability in the risk of developing lung cancer. In the present study, we investigated the polymorphisms of following selected DNA repair genes: XPC (Lys939Gln), XPD (Lys751Gln), hOGG1 (Ser326Cys) and XRCC1 (Arg399Gln), and the risks they present towards the development of lung cancer with the emphasis to gender differences within the Slovak population. We analyzed 761 individuals comprising 382 patients with diagnosed lung cancer and 379 healthy controls. Genotypes were determined by polymerase chain reaction/restriction fragment length polymorphism method. We found out statistically significant increased risk for lung cancer development between genders. Female carrying XPC Gln/Gln, XPC Lys/Gln+Gln/Gln and XRCC1 Arg/Gln, XRCC1 Arg/Gln+Gln/Gln genotypes had significantly increased risk of lung cancer corresponding to OR = 2.06; p = 0.04, OR = 1.66; p = 0.04 and OR = 1.62; p = 0.04, OR = 1.69; p = 0.02 respectively. In total, significantly increased risk of developing lung cancer was found in the following combinations of genotypes: XPD Lys/Gln+XPC Lys/Lys (OR = 1.62; p = 0.04), XRCC1 Gln/Gln+hOGG1 Ser/Ser (OR = 2.14; p = 0.02). After stratification for genders, the following combinations of genotype were found to be significant in male: XPD Lys/Gln+XPC Lys/Lys (OR = 1.87; p = 0.03), XRCC1 Arg/Gln+XPC Lys/Lys (OR = 4.52; p = 0.0007), XRCC1 Arg/Gln+XPC Lys/Gln (OR = 5.44; p < 0.0001). In female, different combinations of the following genotypes were found to be significant: XRCC1 Arg/Gln+hOGG1 Ser/Ser (OR = 1.98; p = 0.04), XRCC1 Gln/Gln+hOGG1 Ser/Ser (OR = 3.75; p = 0.02), XRCC1 Arg/Gln+XPC Lys/Gln (OR = 2.40; p = 0.04), XRCC1 Arg/Gln+XPC Gln/Gln (OR = 3.03; p = 0.04). We found out decreased cancer risk in genotype combinations between female patients and healthy controls: XPD Lys/Lys+XPC Lys/Gln (OR = 0.45; p = 0.02), XPD Lys/Gln+XPC Lys/Lys (OR = 0.32; p = 0.005), XPD Lys/Gln+XPC Lys/Gln (OR = 0.48; p = 0.02). Our results did not show any difference between pooled smokers and non-smokers in observed gene polymorphisms in the association to the lung cancer risk. However, gender stratification indicated the possible effect of heterozygous constitution of hOGG1 gene (Ser/Cys) on lung cancer risk in female non-smokers (OR = 0.20; p = 0.01) and heterozygous constitution of XPC gene (Lys/Gln) in male smokers (OR = 2.70; p = 0.01). "
24216523,Yes," Crystal M North Affiliation=Pulmonary and Critical Care Unit, Department of Medicine, Massachusetts General Hospital, Boston, Massachusetts.,",Women and lung cancer: what is new?,Seminars in thoracic and cardiovascular surgery,2013 Season=Summer,REVIEW,Human,na,"In the last 20 years, there has been an increased focus on gender differences in health and disease. The earliest studies of lung cancer enrolled mainly men, as the incidence of lung cancer among women was exceedingly low. As social patterns changed around World War II and women began to smoke more, the epidemiology of lung cancer has changed. The higher percentage of lung cancer in nonsmoking women as compared with nonsmoking men suggests that lung cancer behaves differently in women. Studies of lung cancer in women indicate that there are differences in risk factors, histology, pathophysiology, treatment outcomes, and prognosis as compared with men. The purpose of this review is to provide a concise summary of the literature on lung cancer as it pertains to women, with an emphasis on new areas of research and treatment options. "
23715671,No," S A Lother Affiliation=Faculty of Medicine, University of Manitoba, 260 Brodie Centre, 727 McDermot Ave, Winnipeg, MB, R3E3P5, Canada.,","Antiestrogen use and survival of women with non-small cell lung cancer in Manitoba, Canada.",Hormones & cancer,2013 Oct,CLIN,Human,2320,"Lung cancer is the leading cause of cancer death worldwide. Sex differences in lung cancer incidence and survival are known. Female sex is an independent good prognostic factor. Estrogens appear to play a key role in lung cancer outcomes. Accordingly, antiestrogen use may also influence survival in female non-small cell lung cancer (NSCLC) patients. In this study, we compared survival among antiestrogen users and nonusers. We performed a retrospective population-based study. Using the Manitoba Cancer Registry (MCR), we identified all women diagnosed with NSCLC from 2000 to 2007. The population-based Drug Program Information Network was accessed to establish which patients received antiestrogens. Demographic data (e.g., smoking patterns, stage, histology) were gathered from the MCR and by chart review. Survival differences between antiestrogen-exposed and not exposed groups were compared using multivariable Cox regression. Two thousand three hundred twenty women fit our patient criteria, of which 156 had received antiestrogens. Exposure to antiestrogens was associated with a significantly decreased mortality in those exposed both before and after the diagnosis of NSCLC (adjusted hazard ratio, 0.42, p = 0.0006). This association remained consistent across age and stage groups. Antiestrogen use before and after the diagnosis of NSCLC is associated with decreased mortality. This supports previous evidence that estrogens may play a key role in the biology and outcomes of NSCLC and suggests a potential therapeutic use for these agents in this disease."
24096953,Yes," Pamela D Graham Affiliation=From the G.V. (Sonny) Montgomery VA Medical Center, and the Department of Medicine, University of Mississippi School of Medicine, Jackson, and the Department of Medicine, Quillen College of Medicine, East Tennessee State University, Johnson City.,",Lung cancer in women.,Southern medical journal,2013 Oct,REVIEW,Human,na,"Lung cancer is the deadliest cancer in women. In the last decade, the first measurable decline in disease-related mortality has occurred and in the last 5 years, the first decline in lung cancer incidence in women in the United States has been reported. Five-year survival rates are much higher in early-stage disease, making effective screening a priority. Data on screening with low-dose computed tomography are controversial; existing guidelines are not sex specific and recommend testing only for patients at high risk for the disease. Although cigarette smoking remains the predisposing factor that is most often associated with tumor development, the advent of molecularly targeted therapy and the growing evidence that susceptible targets are more prevalent in never-smoking women have brought more attention to this particular subpopulation. Studies of both surgery and systemic therapy suggest that not only never-smoking women but also women overall experience better outcomes than men. Identifying all of the factors contributing to these sex differences presents us with an opportunity to identify potentially a distinct tumor biology in women who would warrant a distinct personalized treatment approach. "
