Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,Unnamed: 10,abstract
24893930,No," Ralf Birkemeyer Affiliation=Department of Cardiology, Heart Center Rostock, Medizinische Klinik I, Universit√É¬§tsklinikum Rostock, Ernst-Heydemann-Str, 6, 18057 Rostock, Germany. rbirkemeyer@t-online.de.,",Do gender differences in primary PCI mortality represent a different adherence to guideline recommended therapy? a multicenter observation.,BMC cardiovascular disorders,2014,MANAG,Human,1104,,"It is uncertain whether gender differences in outcome after primary percutaneous coronary intervention (PCI) are only attributable to different baseline characteristics or additional factors.Databases of two German myocardial infarction network registries were combined with a total of 1104 consecutive patients admitted with acute ST-elevation myocardial infarction (STEMI) and treated according to standardized protocols.Approximately 25% of patients were females. Mean age (69 vs 61 years), incidence of diabetes (28% vs 20%), hypertension (68 vs 58%) and renal insufficiency (26% vs 19%) was significantly higher compared to males. Mean prehospital delay was numerically longer in females (227 vs 209 min) as was in hospital delay (35 vs 30 min). PCI was finally performed in 92% of females and 95% of males with comparable procedural success (95% vs 97%). Use of drug eluting stents (55% vs 68%) and application of GP 2b 3a blockers (75% vs 89%) was significantly less frequent in women. At discharge, prescription of beta blockers and lipid lowering drugs was also significantly lower in females (84% vs 90% and 71% vs 84%). Unadjusted in-hospital mortality was significantly higher in females (10% vs 5%) without attenuation after 12 months. Adjusted mortality however did not differ significantly between genders.Higher unadjusted mortality in females after primary PCI was accompanied by significant differences in baseline characteristics, interventional approach and secondary prophylaxis in spite of the same standard of care. Lower guideline adherence seems to be less gender specific but rather a manifestation of the risk-treatment paradox."
25364906,No," Flavia Franconi Affiliation=Laboratory of Gender Medicine, National Institute of Biostructures and Biosystems and Department of Biomedical Sciences, University of Sassari, Sassari, Italy.,",Effects of treatment with zofenopril in men and women with acute myocardial infarction: gender analysis of the SMILE Program.,PloS one,2014,MANAG,Human,3630,,"The SMILE studies proved the prognostic benefit of zofenopril vs. placebo or other ACE-inhibitors (ACEIs) in post-acute myocardial infarction (AMI). In this retrospective pooled analysis of these studies we assessed whether the zofenopril effect is influenced by gender.The four double-blind, randomized, parallel-group SMILE studies, compared the efficacy and safety of 6-48 week treatment with zofenopril 60 mg/day with that of placebo, lisinopril 10 mg/day or ramipril 10 mg/day in 3630 AMI patients. This pooled analysis compared treatment efficacy (1-year combined occurrence of death or hospitalization for CV causes) in 2733 men and 897 women.Women were older than men, had a higher prevalence of diabetes and of other major CV risk factors. The risk of a major CV event was significantly larger for women (23% vs. 17% men, p<0.001). Between-gender risk difference was more marked for people living in Southern (+54%) than in Northern Europe (+12%). In both genders zofenopril similarly reduced the 1-year risk of CV morbidity and mortality vs. placebo (-39% men, p = 0.0001; -40% women, p = 0.005). The risk reduction was more marked with zofenopril than with the other ACEIs, particularly in men (-27%, p = 0.012; women: -14%, p = 0.479). The drug safety profile was similar between genders in zofenopril-treated patients, while it was worse in women treated with other ACEIs.Post-AMI women are at higher risk of CV complications than men, particularly when living in Mediterranean countries. Their response to ACE-inhibition varies according to the type of drug and is usually better in men."
23177996,No," C P Gale Affiliation=Centre for Epidemiology and Biostatistics, University of Leeds, Leeds, UK,","Age-dependent inequalities in improvements in mortality occur early after acute myocardial infarction in 478,242 patients in the Myocardial Ischaemia National Audit Project (MINAP) registry.",International journal of cardiology,2013 Sep 30,OUTC,Human,478242,,"Mortality rates after acute myocardial infarction (AMI) have declined, but there is uncertainty regarding the extent of improvements in early mortality in the elderly.Mixed-effects regression analysis of 30-day mortality using data from 478,242 patients with AMI at 215 hospitals in England and Wales stratified by STEMI/NSTEMI, sex, and age group. A hospital opportunity-based composite score (OBCS) for aspirin, ACE-inhibitor, statin, β blocker, and referral for cardiac rehabilitation was used as measure of quality of hospital care.30-day mortality rates (95% CI) fell from 10.7% (10.6 to 10.9%) in 2004/5 to 8.4% (8.3 to 8.6%) in 2008/9. The median (IQR) hospital OBCSs increased over time, 2004/5: 87.3 (7.2), 2006/7: 88.9 (6.3), 2008/9: 90.3 (6.1), P<0.001, and were similar between age groups (18 to <65 years, 65 to 79 years, and ≥ 80 years) for STEMI: 89.4 (6.5) vs. 89.4 (6.6), vs. 89.2 (6.5) and NSTEMI: 88.6 (7.3) vs. 88.8 (7.0) vs. 88.9 (7.0), respectively For males, all age groups except patients <65 years demonstrated a significant decrease in adjusted mortality. For females, only patients ≥ 80 years demonstrated a significant reduction in adjusted mortality. A 1% increase in hospital OBCS was associated with a 1% decrease in 30-day mortality (95% CI: 0.99 to 0.99, P<0.001).In England and Wales, for patients with AMI there are age and sex-dependent differences in improvements in 30-day mortality. Whereas young males with AMI have reached an acceptable performance plateau, all other groups are either improving or, more importantly, are yet to demonstrate this."
23168004,No," Sofia Sederholm Lawesson Affiliation=Department of Medical and Health Sciences, Division of Cardiovascular Medicine Link√É¬∂ping University Hospital, SE-581 85 Link√É¬∂ping, Sweden.,",A gender perspective on short- and long term mortality in ST-elevation myocardial infarction--a report from the SWEDEHEART register.,International journal of cardiology,2013 Sep 30,OUTC,Human,54146,,"Previous studies of patients admitted for ST-elevation myocardial infarction [STEMI] have indicated that women have a higher risk of early mortality than do men. These studies have presented limited information on gender related differences in the short term and almost no information on the long term.We analysed a prospective, consecutively included STEMI population consisting of 54,146 patients (35% women). This population consists of almost all patients hospitalised in Sweden between January 1, 1995 and December 31, 2006 as recorded in the SWEDEHEART register (formerly RIKS-HIA). Follow-up time ranged from one to 13 years (mean 4.6). Women had a lower probability of being given reperfusion therapy, odds ratio [OR] 0.83 (95% confidence interval [CI] 0.79-0.88). During the time these STEMI patients were in the hospital, 13% of the women and 7% of men died, multivariable adjusted OR 1.21 (95% CI 1.11-1.32). During the follow up period, 46% of the women died as compared with 32% of the men. There was, however, no gender difference in age-adjusted risk of long term mortality (hazard ratio [HR] 0.98, 95% CI 0.95-1.01) whereas the multivariable adjusted risk was lower in women (HR 0.92, 95% CI 0.89-0.96). The long term risk of re-infarction was the same in men and women (HR 0.98, 95% CI 0.93-1.03) whereas men in the youngest group had a higher risk than women in that age group (HR 0.82, 95% CI 0.72-0.94).In STEMI, women had a higher risk of in-hospital mortality but the long-term risk of death was higher in men. More studies are needed in the primary percutaneous coronary intervention (pPCI) era that are designed to determine why women fare worse than men after STEMI during the first phase when they are in hospital."
23103143,No," Paolo Buja Affiliation=Department of Cardiac, Thoracic and Vascular Sciences, University of Padua Medical School, Padua, Italy.,",Gender-related differences of diabetic patients undergoing percutaneous coronary intervention with drug-eluting stents: a real-life multicenter experience.,International journal of cardiology,2013 Sep 20,MANAG,Human,2420,,"Gender-based differences in diabetic patients are understudied in the field of percutaneous coronary intervention (PCI) with drug-eluting stents.Data were obtained from a multicenter registry of 2420 consecutive patients with diabetes mellitus (DM) who underwent PCI with paclitaxel- or sirolimus-eluting stents between 2003 and 2009. Among them, 679 (28.1%) women were compared to 1741 (71.9%) men in terms of clinical aspects and major adverse cardiac events (MACE), including all-cause death, myocardial infarction (MI) and target lesion revascularization (TLR). Target vessel revascularization (TVR) and any revascularization were also reported.Women were less numerous, older, used more insulin and showed more tortuous coronary arteries, while men were more frequently smokers and received larger stents. At the median follow-up of 24.3 months (interquartile range 12.3-39.7), MACE, TVR and any revascularization did not significantly differ between females and males (19.9% vs 18.7%, 12.2% vs 13.4%, 14.1% vs 15.1%, respectively). At multivariable analysis of the overall cohort, female gender was not a predictor of MACE (hazard ratio [HR] 1.02, 95% confidence interval [CI] 0.92-2.36, p=0.11), death (HR 1.04, 95% CI 0.84-1.24, p=0.86), MI (HR 1.48, 95% CI 0.92-2.36, p=0.11), and TLR (HR 1.14, 95% CI 0.85-1.52, p=0.38).In this registry of diabetic patients treated by drug-eluting stents, women were less represented, older and needed more insulin compared to men who, on the other hand, received larger stents. Gender-related outcomes were similar and female sex did not predict MACE."
22901693,No," Morten Grundtvig Affiliation=Division Lillehammer, Department of Medicine, Innlandet Hospital Trust, Lillehammer, Norway. mgrundtv@online.no,",Reduced life expectancy after an incident hospital diagnosis of acute myocardial infarction--effects of smoking in women and men.,International journal of cardiology,2013 Sep 10,EPI,Human,2281,,"The aim was to investigate possible gender differences in the years of life lost after acute myocardial infarction (MI) and to explore how smoking affects life expectancy in the two genders.In the years 1998-2005, 2281 patients (36.8% women) who were discharged from or died in hospital following a diagnosis of MI were included. Survivors were followed for a mean of 8 years. The age of death for each patient was subtracted from the average projected age of death for individuals in the general population with a similar age to the patient at the time of their MI. The effects of gender, smoking, and other risk factors on the years of life lost were analysed.During follow-up, 55% of the patients died. Non-smokers, ex-smokers and current smokers lost 5.4, 6.4 and 10.3 years of life, respectively. Structural equation modeling showed that currently smoking men lost 4.2 more years more than did non-smoking men (P<0.001), and this was mediated through more prematurely occurring MIs. Female current smokers lost 1.9 years more than male current smokers and female ex-smokers lost 1.8 years more than male ex-smokers (both P<0.001).MI caused a substantial number of years of life lost, with a heavier loss in current smokers than in ex-smokers and non-smokers. The effect was predominantly related to the patient's age at the event. More years of life were lost among smoking women than among smoking men, indicating that smoking is most detrimental for the female gender."
23553888,No," Inge Wijnbergen Affiliation=Department of Cardiology, Catharina Hospital Eindhoven, Eindhoven, The Netherlands.,",Gender differences in long-term outcome after primary percutaneous intervention for ST-segment elevation myocardial infarction.,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2013 Sep 1,OUTC,Human,870,,"Previous studies on gender differences in outcome in patients with ST segment elevation myocardial infarction (STEMI) have been performed, but most of those are from before the current era of PCI technique and medical therapy and have a short duration of follow-up. The objective of our study is to assess the influence of gender on long-term outcome in patients with STEMI who underwent primary percutaneous intervention (PCI) between January 2006 and May 2008.Two-year follow-up data from 202 female and 668 male patients undergoing primary PCI for STEMI were available from the DEBATER (A Comparison of Drug Eluting and Bare Metal Stents for Primary Percutaneous Coronary Intervention with or without Abciximab in ST-segment elevation Myocardial Infarction: The Eindhoven Reperfusion Study) trial database. The primary endpoint was major adverse cardiac events (MACE), defined as the composite of death, myocardial infarction, and target vessel revascularization.Women were older (64.7 ± 11.7 vs. 59.0 ± 10.7; P < 0.001), and had more often diabetes mellitus (15% vs. 9%; P = 0.01) and hypertension (44% vs. 25%; P < 0.001). At two years, the rate of MACE was significantly higher in women (21% vs. 14%; P = 0.02). The mortality rate in women was 8% versus 2.6% in men (P < 0.001). However, multivariate analysis after adjustment for age and the baseline characteristics hypertension, smoking, diabetes mellitus, stent diameter, and time between onset of symptoms and arrival of the ambulance showed similar MACE and mortality rates in men and women.Women have higher rates of both MACE and mortality after primary PCI for STEMI compared to men because of higher age with higher baseline risk profiles."
23711807,No," Vijay Kunadian Affiliation=Institute of Cellular Medicine, Faculty of Medical Sciences, Newcastle University, Newcastle-upon-Tyne, United Kingdom. vijay.kunadian@newcastle.ac.uk,",Gender comparisons in cardiogenic shock during ST elevation myocardial infarction treated by primary percutaneous coronary intervention.,The American journal of cardiology,2013 Sep 1,OUTC,Human,2864,,"Among patients hospitalized with acute myocardial infarction (AMI), cardiogenic shock (CS) is the leading cause of death, complicating up to 10% of admissions. Introduction of early revascularization strategies and mechanical ventricular support have seen short-term mortality associated with CS fall from 70% to 80% in the 1970s to approximately 50% to 60% in the 1990s. Previous studies reported a higher incidence of CS after AMI in women (11.6% vs 8.3%). The aims of this study were to determine hospital mortality outcomes and gender differences following primary percutaneous coronary intervention (PPCI) in the setting of CS. Data were collected prospectively among all patients undergoing PPCI for AMI at a large UK tertiary cardiac center between April 2008 and October 2011. A sample of 2,864 patients (women: 844 [29.5%]) underwent PPCI, of which 141 (4.9%) had a confirmed diagnosis of CS. Eighty-one of 2,019 [4.0%] male patients (mean age: 64.2 years) and 60 of 844 [7.1%]) female patients (mean age: 69.9 years) with CS underwent PPCI (p <0.001). The overall hospital mortality was 35.5% with no gender difference (male: 35.8% vs female: 35%, p >0.99). In conclusion, this analysis demonstrates that in the contemporary PPCI era, there is a reduction in the incidence of CS with reduced hospital mortality rates and no gender difference. The absence of a gender difference is remarkable because higher proportions of women presented with CS and were older than their male counterparts. Long-term follow-up data are required to determine if this difference is sustained."
23359390,No," Kenneth Tandjung Affiliation=Department of Cardiology, Thoraxcentrum Twente, Medisch Spectrum Twente, Enschede, The Netherlands.,","Women treated with second-generation zotarolimus-eluting resolute stents and everolimus-eluting xience V stents: insights from the gender-stratified, randomized, controlled TWENTE trial.",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2013 Sep 1,MANAG,Human,1391,,"Women are underrepresented in clinical research, and few data are available from randomized head-to-head comparisons of second-generation drug-eluting stents (DES) in female patients. Aim of this study was to assess safety and efficacy of two second-generation DES in women. In TWENTE-a prospective, randomized, comparative DES trial-""real-world"" patients were stratified for gender before randomization for Resolute or Xience V stents.Target vessel failure (TVF; cardiac death, target vessel-related myocardial infarction, and clinically indicated target vessel revascularization) after 1 year was the predefined endpoint.Among 1,391 patients, 382 (27.5%) women were randomized to Resolute (n = 192) and Xience V (n = 190). Baseline and procedural characteristics were similar for females in both study arms, except for smaller vessel and stent diameters in Resolute-treated lesions. After 1 year, TVF (8.9 vs. 8.4%; adjusted odds ratio [OR]: 0.95, 95% confidence interval [CI]: 0.41-2.20, P = 0.91) and a patient-oriented composite endpoint (13.0 vs. 12.1%, P = 0.79) did not differ significantly between women in both arms. Women were older than men (P < 0.01) and had more often diabetes mellitus (26.4 vs. 19.8%, P = 0.01) and hypertension (63.6 vs. 52.5%, P < 0.01), but there was no significant gender difference in TVF (adjusted OR: 1.18, 95% CI: 0.73-1.92, P = 0.50).This gender-stratified TWENTE trial analysis resulted in no significant difference in safety and efficacy outcomes between Resolute- and Xience V-treated females."
23958246,No," Giuseppe De Luca Affiliation=Division of Cardiology, Ospedale ""Maggiore della Carit√É¬†"", Eastern Piedmont University, Novara, Italy. giuseppe.deluca@maggioreosp.novara.it,",Gender-related differences in outcome after BMS or DES implantation in patients with ST-segment elevation myocardial infarction treated by primary angioplasty: insights from the DESERT cooperation.,Atherosclerosis,2013 Sep,OUTC,Human,6298,,"Several studies have found that among patients with ST-segment elevation myocardial infarction (STEMI) treated by thrombolysis, female sex is associated with a worse outcome. However, still controversial is the prognostic impact of gender in primary angioplasty, especially in the era of drug-eluting stents (DES). Therefore, the aim of this study was to investigate sex-related differences in clinical outcome in patients with STEMI treated with primary angioplasty with Bare-Metal Stent (BMS) or DES.Our population is represented by 6298 STEMI patients undergoing primary angioplasty and stent implantation included in the DESERT database. Follow-up data were collected from 3 to 6 years after primary angioplasty.Female gender was observed in 1466 (23.2%) out of 6298 STEMI patients. Women were older (65.3 ± 12.4 vs 59.3 ± 11.4 years, p < 0.001), with higher prevalence of diabetes (18.6% vs 14.5%, p < 0.001), hypertension (52.4% vs 41.4%, p < 0.001), slightly longer ischemia time (272 ± 247 vs 258 ± 220 min, p = 0.06). No difference was observed in terms of angiographic and procedural characteristics. Follow-up data were available at a mean of 1201 ± 441 days. At long-term follow-up female gender was associated with a significantly higher rate of death (11.7% vs 8.5%, HR [95% CI] = 1.45 [1.18-1.78], p < 0.001), while no difference was observed in terms of reinfarction (HR [95% CI] = 1.14 [0.89-1.45], p = 0.3), ST (HR [95% CI] = 1.12 [0.85-1.48], p = 0.4), with similar temporal distribution (acute, subacute, late and very late) between male and female patients, and no difference in TVR (HR [95% CI] = 1.11 [0.95-1.3], p = 0.2, p = 0.2). These results were confirmed in both patients receiving BMS or DES. The impact of female gender on mortality disappeared after correction for baseline confounding factors (HR [95% CI] = 0.88 [0.71-1.09], p = 0.25).This study shows that in patients with STEMI treated by primary angioplasty, female gender is associated with higher mortality rate in comparison with men, and this is mainly due to their higher clinical and angiographic risk profiles. In fact, female sex did not emerge as an independent predictor of mortality."
23817188,Yes," Viola Vaccarino Affiliation=Emory University Rollins School of Public Health and School of Medicine, USA.,","Presentation, management, and outcomes of ischaemic heart disease in women.",Nature reviews. Cardiology,2013 Sep,REVIEW,Human,na,,"Scientific interest in ischaemic heart disease (IHD) in women has grown considerably over the past 2 decades. A substantial amount of the literature on this subject is centred on sex differences in clinical aspects of IHD. Many reports have documented sex-related differences in presentation, risk profiles, and outcomes among patients with IHD, particularly acute myocardial infarction. Such differences have often been attributed to inequalities between men and women in the referral and treatment of IHD, but data are insufficient to support this assessment. The determinants of sex differences in presentation are unclear, and few clues are available as to why young, premenopausal women paradoxically have a greater incidence of adverse outcomes after acute myocardial infarction than men, despite having less-severe coronary artery disease. Although differential treatment on the basis of patient sex continues to be described, the extent to which such inequalities persist and whether they reflect true disparity is unclear. Additionally, much uncertainty surrounds possible sex-related differences in response to cardiovascular therapies, partly because of a persistent lack of female-specific data from cardiovascular clinical trials. In this Review, we assess the evidence for sex-related differences in the clinical presentation, treatment, and outcome of IHD, and identify gaps in the literature that need to be addressed in future research efforts."
23564923,No," Madonna M Roche Affiliation=Research and Evaluation Department, Newfoundland and Labrador Centre for Health Information, St. John's, Newfoundland and Labrador, Canada. donna.roche@nlchi.nl.ca,","Sex differences in all-cause and cardiovascular mortality, hospitalization for individuals with and without diabetes, and patients with diabetes diagnosed early and late.",Diabetes care,2013 Sep,EPI,Human,73783,,"To compare risk of all-cause mortality, cardiovascular disease (CVD) mortality, acute myocardial infarction (AMI) mortality, stroke mortality, and hospitalizations for males and females with and without diabetes and those with diabetes diagnosed early and late.We conducted a population-based retrospective cohort study including 73,783 individuals aged 25 years or older in Newfoundland and Labrador, Canada (15,152 with diabetes; 9,517 with late diagnoses).Males and females with diabetes had an increased risk of all-cause mortality, CVD mortality, AMI mortality, and CVD hospitalizations compared with individuals without diabetes, and the risk was stronger in females than in males. For females, risks of all-cause mortality (hazard ratio [HR] 1.85 [95% CI 1.74-1.96]) and CVD hospitalizations (2.57 [2.24-2.94]) were significantly higher compared with their male counterparts (1.59 [1.51-1.69] and 1.92 [1.72-2.14]). Females with diabetes diagnosed late had an increased risk of CVD mortality (6.54 [4.80-8.91]) and CVD hospitalizations (5.22 [4.31-6.33]) compared with females without diabetes, and both were significantly higher compared with their male counterparts (3.44 [2.47-4.79]) and (3.33 [2.80-3.95]).Females with diabetes have a greater risk of mortality than males with diabetes. CVD has a greater impact on females with diabetes than males, especially when diagnosed at a later stage. Different management strategies should be considered for males and females and those with early and late diagnoses of diabetes."
23462375,No," Igor Mrdovic Affiliation=School of Medicine, University of Belgrade, Belgrade, Serbia. igormrd@gmail.com,",Sex-related analysis of short- and long-term clinical outcomes and bleeding among patients treated with primary percutaneous coronary intervention: an evaluation of the RISK-PCI data.,The Canadian journal of cardiology,2013 Sep,OUTC,Human,2096,,"Unfavourable effect of female sex on short- and long-term clinical outcomes has been demonstrated in unselected ST-elevation acute myocardial infarction (STEMI) patients; the results are conflicting in patients who undergo primary percutaneous coronary intervention (PPCI). The objective of this substudy was to determine whether there are sex-related differences in the 30-day and 1-year clinical outcomes and bleeding after PPCI for STEMI.We analyzed 2096 STEMI patients enrolled in the Risk Scoring Model to Predict Net Adverse Cardiovascular Outcomes After Primary Percutaneous Coronary Intervention (RISK-PCI) trial from February 2006 to December 2009. Composite efficacy end point comprised all-cause mortality, nonfatal infarction, and stroke. Safety end point was bleeding classified according to the Thrombolysis in Myocardial Infarction (TIMI) criteria. Net adverse cardiovascular events included composite efficacy end point and total bleeding.Women in our study were older and presented later than men. After adjustment for potential confounders, there was no difference between sexes with respect to the composite efficacy end point. A higher rate of total bleeding was observed in women (adjusted odds ratio [OR], 1.67; 95% confidence interval [CI], 1.07-2.61 at 30 days, adjusted OR, 1.63; 95% CI, 1.08-2.47 at 1 year) compared with men. Total bleeding was associated with increased mortality at 30 days (OR, 4.87; 95% CI, 2.79-8.47) and at 1 year (OR, 4.43; 95% CI, 2.79-7.02) after PPCI.We did not find a significant sex-related difference with respect to the composite efficacy end point. Women had a higher rate of total bleeding which was associated with increased short- and long-term mortality. Specific measures aimed at preventing bleeding in women might improve the prognosis of PPCI patients."
23985106,No," Amal Jamee Affiliation=Foods and chemicals Products Laboratories, Ministry of National Economy. moj_biology@yahoo.com.,",Gender difference and characteristics attributed to coronary artery disease in Gaza-Palestine.,Global journal of health science,2013 Sep,EPI,Human,155,,"Traditionally coronary artery disease (CAD) has been considered as disease affecting men, and for long time women were not included in researches programme. In both sexes, coronary heart disease risk increases with age. Extensive clinical and statistical studies have identified serial factors that increase the risk of coronary heart disease, some of them can be modified, and some cannot. This study was performed to analyze the extent to which cardiovascular risk factors can explain the gender difference in coronary heart disease.The study design is a cross sectional study based on 155 cardiac patients admitted to cardiology department in Al-shifa hospital Gaza. The following cardiac risk factors were determined from the patient's records, smoking, diabetes, high blood pressure, Dyslipedemia and presence of family history of coronary artery disease. Catheterization results review were done. Statistical Package for Social Science version 17 was used for data entry and analysis. Frequency and cross tabulation were done to explore the relationship between the study variables. Chi-square test was used for testing statistical and P-value less than 0.05 were considered as significant.Most of risk factors were more favorable in females and increase with age. Myocardial infarction in male compared with female was 2 times higher, and chronic angina pain is common in female than male respectively 71.4% and 46.7%. Around 77% of female have two vessels disease and more. No great differences in number of diseased vessels among patients with myocardial infarction or chronic stable angina. Patients with low EF <50% have higher chance of affected vessels (82.9%).CAD stay the major problem in male and female, certain patient's characteristics and clinical conditions may place female at higher risk of coronary artery disease development or progression. This article addresses emerging knowledge regarding gender differences in CAD risk factors and responsiveness to risk reduction interventions."
22975714,No," Eiji Oda Affiliation=Medical Check-up Center, Tachikawa Medical Center, Nagachou 2-2-16, Nagaoka, Niigata, 940-0053, Japan, ijie@venus.sannet.ne.jp.,",The association between obesity and acute myocardial infarction is age- and gender-dependent in a Japanese population.,Heart and vessels,2013 Sep,EPI,Human,621,,"Controversies concerning the association between obesity and acute myocardial infarction (AMI) are still ongoing in Japan. We investigated the association between obesity defined by body mass index of 25 kg/m(2) or higher and AMI by a case-control study using data from 1199 AMI cases and 4056 apparently healthy controls. The analysis was performed in age- and sex-matched samples of 621 case-control pairs younger than 80 years and in crude samples aged 40-79 years divided into 10-year age groups. Prevalence of obesity, diabetes, current smoking, hypertension, and hypercholesterolemia were compared between cases and controls, and a multivariable odds ratio (OR) of AMI was calculated for each risk factor in various age groups. The OR (95 % confidence interval (CI)) of AMI for obesity was 1.63 (1.23-2.17), P = 0.0008 in men younger than 80 years; 2.65 (1.41-5.00), P = 0.0025 in women younger than 80 years; 2.23 (1.46-3.41), P = 0.0002 in men aged 59 years or younger; 1.34 (0.90-2.01), P = 0.1510 in men aged 60-79 years; and 2.98 (1.56-5.71), P = 0.0010 in women aged 60-79 years using paired samples. The OR (95 % CI) of AMI for obesity was 4.92 (2.53-9.58), P < 0.0001 in men aged 40-49 years; 1.54 (1.07-2.21), P = 0.0197 in men aged 50-59 years; 1.07 (0.69-1.66), P = 0.7717 in men aged 60-69 years; 2.24 (1.20-4.20), P = 0.0118 in men aged 70-79 years; 2.48 (1.12-5.48), P = 0.0245 in women aged 60-69 years; and 3.05 (1.46-6.37), P = 0.0029 in women aged 70-79 years using crude samples. The association between obesity and AMI was age- and gender-dependent in a Japanese population. "
24063913,No," K W Hansen Affiliation=Department of Cardiology, Copenhagen University Hospital Gentofte, Hellerup, Denmark. Electronic address: Kim.Wadt.Hansen@regionh.dk.,",Improved two-year outcomes after drug-eluting versus bare-metal stent implantation in women and men with large coronary arteries: importance of vessel size.,International journal of cardiology,2013 Oct 25,OUTC,Human,2314,,"To investigate the importance of vessel size on outcome differences by comparing the effects of drug-eluting stents (DES) versus bare-metal stents (BMS) in women and men with large coronary vessels.All 2314 BASKET-PROVE patients randomized to DES versus BMS were followed for 2 years with a primary endpoint of major adverse cardiac events (MACE: cardiac death, non-fatal myocardial infarction, target-vessel revascularization). Cox proportional hazard models were used to evaluate the relative risk for women and men, respectively. All comparisons were adjusted for vessel size.Age, risk factors and complexity of coronary artery disease differed between women and men. DES reduced MACE rates at 2 years compared to BMS--in women: 4% vs. 15%, p<0.0001 with a hazard ratio (HR) of 0.27 (0.15-0.51), and men: 6% vs. 10%, p=0.003 (HR=0.60 (0.43-0.84)), respectively. The association persisted in both women (HR=0.25 (0.13-0.46)) and men (HR=0.60 (0.42-0.84)) following multivariable adjustments. A significant gender-treatment interaction was present (p=0.02). The reduced risk of MACE following DES vs. BMS implantation was present until 6 months in both women (HR=0.15 (0.06-0.36)) and men (HR=0.32 (0.17-0.59)) and remained significant until 2 years in women (HR=0.36 (0.15-0.87)), but not in men (HR=0.87 (0.49-1.55)).In women and men with similarly sized large coronary arteries, DES reduced 2-year MACE rates compared to BMS, but the significant gender-treatment interaction indicated a greater benefit of DES in women. Thus, factors other than vessel size seem to determine this gender difference."
24051266,No," Charlotte A Larsson Affiliation=Lund University, Department of Clinical Sciences, Malm√É¬∂, Social Medicine and Global Health, Sk√É¬•ne University Hospital, Jan Waldenstr√É¬∂ms gata 35, 205 02 Malm√É¬∂, Sweden,","Clusters of AMI risk factors and their association with left ventricular hypertrophy: a population-based study within the Skaraborg Project, Sweden.",International journal of cardiology,2013 Oct 15,EPI,Human,2328,,"Risk factors for acute myocardial infarction (AMI) are known to cluster and to be differently distributed in men and women. The aim of this study was to sex-specifically explore clusters of acknowledged AMI risk factors by factor analysis, and to study whether such clusters are associated with left ventricular hypertrophy (LVH), used as a subclinical measure of CHD.In 2001-2005, 2328 subjects (30-74 years) were randomly selected from two municipalities in Sweden (participation-rate 76%) and were assessed with regard to cardiovascular risk factors; 852 participants also had an echocardiographic examination performed.Factor analysis identified three identical factors in men and women. WHR, HOMA-ir, systolic blood pressure, and ApoB/ApoA1 loaded significantly on the principal ""metabolic factor"", leisure-time physical activity and self-rated health loaded significantly on the ""vitality factor"", and smoking and alcohol consumption loaded significantly on the ""addiction factor"". The metabolic factor was associated with LVH in both men (P<0.001) and women (P<0.001), whereas the addiction factor was associated with LVH solely in men (P=0.002).The consistent pattern in the clustering of acknowledged AMI risk factors suggests common underlying mechanisms in both men and women. However, whereas the metabolic factor was paramount in both men and women in the association with LVH, the addiction factor had an impact solely in men. As LVH often precedes AMI, a deeper understanding of risk factors for LVH, including consideration of the supposed sex differences, can be useful in order to explore prevention strategies for AMI."
23827398,No," Stephanie M Meller Affiliation=Department of Internal Medicine (Cardiology), Yale University School of Medicine, New Haven, Connecticut.,",Implications of myocardial reperfusion on survival in women versus men with acute myocardial infarction undergoing primary coronary intervention.,The American journal of cardiology,2013 Oct 15,OUTC,Human,1301,,"We evaluated the effects of myocardial perfusion after primary percutaneous coronary intervention (PCI) for acute myocardial infarction (AMI) on gender-based mortality rates. Research has demonstrated a gender-specific response of cardiomyocytes to ischemia and a potential increase in myocardial salvage in women compared with men. Myocardial blush grade (MBG), an angiographic surrogate of myocardial perfusion, is an independent predictor of early and late survival after AMI. Whether the incidence and prognosis of myocardial perfusion differs according to gender among patients with AMI undergoing PCI is unknown. MBG and short- and long-term mortality were evaluated in 1,301 patients (male = 935; female = 366) with AMI randomized to primary angioplasty ± abciximab versus stent ± abciximab. Following PCI, >96% of patients achieved final Thrombolysis In Myocardial Infarction 3 flow, of which MBG 2/3 was present in 58.3% of women versus 51.1% of men (p = 0.02). Worse MBG was an independent predictor of mortality in women at 30 days (7.4% for MBG 0/1 vs 2.4% for MBG 2/3, p = 0.04) and at 1-year (11.0% for MBG 0/1 vs 3.4% for MBG 2/3, p = 0.01); however, MBG was not associated with differences in mortality for men. In conclusion, impaired myocardial perfusion following PCI for AMI, indicated by worse MBG, is an independent predictor of early and late mortality in women but not in men. These findings imply an enhanced survival benefit from restoring myocardial perfusion for women compared with men during primary angioplasty and may have clinical implications for interventional strategies in women. "
